drug_name,chembl_id,smiles,source_entity_type,source_entity_id,source_entity_name,phase,status,disease_id,disease_name,mechanismOfAction,ensg_id,pathway_url,canonical_smiles,inchikey,parent_smiles,parent_inchikey,stereochemistry_flag,salt_form_flag,is_known_aml_drug,dedup_key
OLVEREMBATINIB,CHEMBL2316582,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,3.0,Recruiting,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,TZKBVRDEOITLRB-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,TZKBVRDEOITLRB-UHFFFAOYSA-N,0.0,0.0,False,TZKBVRDEOITLRB-UHFFFAOYSA-N
FLUMATINIB,CHEMBL3545413,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,3.0,Recruiting,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,0.0,0.0,False,BJCJYEYYYGBROF-UHFFFAOYSA-N
NILOTINIB,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,3.0,Completed,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,0.0,0.0,False,HHZIURLSWUIHRB-UHFFFAOYSA-N
BOSUTINIB,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,3.0,Not yet recruiting,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,0.0,0.0,False,UBPYILGKFZZVDX-UHFFFAOYSA-N
RADOTINIB,CHEMBL4297524,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,3.0,"Active, not recruiting",EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,0.0,0.0,False,DUPWHXBITIZIKZ-UHFFFAOYSA-N
BAFETINIB,CHEMBL206834,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2.0,Completed,EFO_0000095,chronic lymphocytic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,1.0,0.0,False,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N
SARACATINIB,CHEMBL217092,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2.0,Terminated,EFO_0000365,colorectal adenocarcinoma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,0.0,0.0,False,OUKYUETWWIPKQR-UHFFFAOYSA-N
AT-9283,CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2.0,Completed,EFO_0001378,multiple myeloma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,0.0,0.0,False,LOLPPWBBNUVNQZ-UHFFFAOYSA-N
VODOBATINIB,CHEMBL4130229,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2.0,"Active, not recruiting",MONDO_0005180,Parkinson disease,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,0.0,0.0,False,ZQOBVMHBVWNVBG-UHFFFAOYSA-N
XL-228,CHEMBL3545085,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1.0,Terminated,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ALKJNCZNEOTEMP-UHFFFAOYSA-N,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ALKJNCZNEOTEMP-UHFFFAOYSA-N,0.0,0.0,False,ALKJNCZNEOTEMP-UHFFFAOYSA-N
KW-2449,CHEMBL1908397,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1.0,Terminated,EFO_0000222,acute myeloid leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,YYLKKYCXAOBSRM-JXMROGBWSA-N,1.0,0.0,False,YYLKKYCXAOBSRM-JXMROGBWSA-N
REBASTINIB,CHEMBL1738757,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1.0,Terminated,EFO_0000304,breast adenocarcinoma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,0.0,0.0,False,WVXNSAVVKYZVOE-UHFFFAOYSA-N
AZD-0424,CHEMBL5314408,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,pathway,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1.0,Terminated,EFO_0000616,neoplasm,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-8940973,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,MVWATCATLSSVBH-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,MVWATCATLSSVBH-UHFFFAOYSA-N,0.0,0.0,False,MVWATCATLSSVBH-UHFFFAOYSA-N
PONATINIB HYDROCHLORIDE,CHEMBL2105708,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,BWTNNZPNKQIADY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,0.0,1.0,False,PHXJVRSECIGDHY-UHFFFAOYSA-N
BOSUTINIB MONOHYDRATE,CHEMBL2095206,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,BXPOSPOKHGNMEP-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,0.0,1.0,False,UBPYILGKFZZVDX-UHFFFAOYSA-N
ASCIMINIB HYDROCHLORIDE,CHEMBL4297220,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,HGCOOPLEWPBLOY-PFEQFJNWSA-N,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,VOVZXURTCKPRDQ-CQSZACIVSA-N,1.0,1.0,False,VOVZXURTCKPRDQ-CQSZACIVSA-N
NILOTINIB HYDROCHLORIDE MONOHYDRATE,CHEMBL1201740,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,YCBPQSYLYYBPDW-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,0.0,1.0,False,HHZIURLSWUIHRB-UHFFFAOYSA-N
ASCIMINIB,CHEMBL4208229,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000616,neoplasm,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,VOVZXURTCKPRDQ-CQSZACIVSA-N,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,VOVZXURTCKPRDQ-CQSZACIVSA-N,1.0,0.0,False,VOVZXURTCKPRDQ-CQSZACIVSA-N
REGORAFENIB,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000616,neoplasm,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,0.0,0.0,False,FNHKPVJBJVTLMP-UHFFFAOYSA-N
UMBRALISIB,CHEMBL3948730,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_0000616,neoplasm,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,1.0,0.0,False,IUVCFHHAEHNCFT-INIZCTEOSA-N
UMBRALISIB TOSYLATE,CHEMBL3989869,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,4.0,,EFO_1000630,marginal zone B-cell lymphoma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,KYJWUPZPSXZEPG-NTISSMGPSA-N,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,1.0,1.0,False,IUVCFHHAEHNCFT-INIZCTEOSA-N
PONATINIB,CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,"Active, not recruiting",EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,0.0,0.0,False,PHXJVRSECIGDHY-UHFFFAOYSA-N
OLVEREMBATINIB,CHEMBL2316582,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,Recruiting,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,TZKBVRDEOITLRB-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,TZKBVRDEOITLRB-UHFFFAOYSA-N,0.0,0.0,False,TZKBVRDEOITLRB-UHFFFAOYSA-N
FLUMATINIB,CHEMBL3545413,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,Recruiting,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,0.0,0.0,False,BJCJYEYYYGBROF-UHFFFAOYSA-N
NILOTINIB,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,Completed,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,0.0,0.0,False,HHZIURLSWUIHRB-UHFFFAOYSA-N
BOSUTINIB,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,Not yet recruiting,EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,0.0,0.0,False,UBPYILGKFZZVDX-UHFFFAOYSA-N
RADOTINIB,CHEMBL4297524,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,3.0,"Active, not recruiting",EFO_0000339,chronic myelogenous leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,0.0,0.0,False,DUPWHXBITIZIKZ-UHFFFAOYSA-N
BAFETINIB,CHEMBL206834,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,2.0,Completed,EFO_0000095,chronic lymphocytic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,1.0,0.0,False,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N
SARACATINIB,CHEMBL217092,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,2.0,Terminated,EFO_0000365,colorectal adenocarcinoma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,0.0,0.0,False,OUKYUETWWIPKQR-UHFFFAOYSA-N
AT-9283,CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,2.0,Completed,EFO_0001378,multiple myeloma,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,0.0,0.0,False,LOLPPWBBNUVNQZ-UHFFFAOYSA-N
VODOBATINIB,CHEMBL4130229,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,2.0,"Active, not recruiting",MONDO_0005180,Parkinson disease,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,0.0,0.0,False,ZQOBVMHBVWNVBG-UHFFFAOYSA-N
XL-228,CHEMBL3545085,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,1.0,Terminated,EFO_0000220,acute lymphoblastic leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ALKJNCZNEOTEMP-UHFFFAOYSA-N,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ALKJNCZNEOTEMP-UHFFFAOYSA-N,0.0,0.0,False,ALKJNCZNEOTEMP-UHFFFAOYSA-N
KW-2449,CHEMBL1908397,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,pathway,R-HSA-9664422,FCGR3A-mediated phagocytosis,1.0,Terminated,EFO_0000222,acute myeloid leukemia,,ENSG00000097007,https://reactome.org/PathwayBrowser/#/R-HSA-9664422,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,YYLKKYCXAOBSRM-JXMROGBWSA-N,1.0,0.0,False,YYLKKYCXAOBSRM-JXMROGBWSA-N
